country,date,new_deaths,new_deaths_smooth,total_deaths,traffic_retail,traffic_supermarket,traffic_parks,traffic_transit_stations,traffic_workplaces,traffic_residential,traffic_retail_smooth,traffic_supermarket_smooth,traffic_parks_smooth,traffic_transit_stations_smooth,traffic_workplaces_smooth,traffic_residential_smooth
Hungary,2020-05-21,3.0,5,473.0,-0.18,-0.04,0.32,-0.35,-0.36,0.13,-0.24,-0.08,0.25,-0.35,-0.28,0.1
Hungary,2020-05-22,3.0,4,476.0,-0.17,-0.06,0.45,-0.33,-0.34,0.11,-0.22,-0.08,0.32,-0.34,-0.27,0.1
Hungary,2020-05-23,6.0,4,482.0,-0.21,-0.1,0.44,-0.19,-0.05,0.02,-0.21,-0.09,0.33,-0.33,-0.27,0.1
Hungary,2020-05-24,4.0,5,486.0,-0.19,-0.12,0.25,-0.27,-0.05,0.02,-0.2,-0.09,0.33,-0.32,-0.26,0.09
Hungary,2020-05-25,5.0,4,491.0,-0.2,-0.11,0.04,-0.39,-0.33,0.13,-0.2,-0.09,0.28,-0.33,-0.26,0.09
Hungary,2020-05-26,8.0,4,499.0,-0.2,-0.1,0.15,-0.37,-0.32,0.12,-0.2,-0.09,0.26,-0.33,-0.26,0.09
Hungary,2020-05-27,6.0,5,505.0,-0.2,-0.1,0.23,-0.35,-0.32,0.11,-0.19,-0.09,0.27,-0.32,-0.25,0.09
Hungary,2020-05-28,4.0,5,509.0,-0.17,-0.04,0.15,-0.34,-0.31,0.11,-0.19,-0.09,0.24,-0.32,-0.25,0.09
Hungary,2020-05-29,8.0,5,517.0,-0.15,0.01,0.21,-0.32,-0.33,0.1,-0.19,-0.08,0.21,-0.32,-0.24,0.09
Hungary,2020-05-30,7.0,6,524.0,-0.13,0.08,0.49,-0.15,0.01,0.0,-0.18,-0.05,0.22,-0.31,-0.24,0.08
Hungary,2020-05-31,2.0,5,526.0,-0.44,-0.77,0.09,-0.38,-0.1,0.03,-0.21,-0.15,0.19,-0.33,-0.24,0.09
Hungary,2020-06-01,1.0,5,527.0,-0.47,-0.81,1.57,-0.54,-0.8,0.21,-0.25,-0.25,0.41,-0.35,-0.31,0.1
Hungary,2020-06-02,5.0,4,532.0,-0.09,0.06,0.34,-0.28,-0.28,0.08,-0.24,-0.22,0.44,-0.34,-0.3,0.09
Hungary,2020-06-03,2.0,4,534.0,-0.1,-0.03,0.37,-0.27,-0.27,0.09,-0.22,-0.21,0.46,-0.33,-0.3,0.09
Hungary,2020-06-04,5.0,4,539.0,-0.09,-0.01,0.33,-0.27,-0.27,0.09,-0.21,-0.21,0.49,-0.32,-0.29,0.09
Hungary,2020-06-05,3.0,3,542.0,-0.12,0.02,0.04,-0.29,-0.27,0.09,-0.21,-0.21,0.46,-0.31,-0.28,0.08
Hungary,2020-06-06,3.0,3,545.0,-0.07,-0.02,0.81,-0.07,0.06,-0.01,-0.2,-0.22,0.51,-0.3,-0.28,0.08
Hungary,2020-06-07,1.0,2,546.0,0.0,-0.06,0.69,-0.12,0.09,-0.01,-0.13,-0.12,0.59,-0.26,-0.25,0.08
Hungary,2020-06-08,2.0,3,548.0,-0.07,-0.02,0.34,-0.28,-0.26,0.08,-0.08,-0.01,0.42,-0.23,-0.17,0.06
Hungary,2020-06-09,2.0,2,550.0,-0.08,-0.03,0.33,-0.27,-0.26,0.08,-0.08,-0.02,0.42,-0.22,-0.17,0.06
Hungary,2020-06-10,1.0,2,551.0,-0.07,-0.01,0.24,-0.27,-0.27,0.08,-0.07,-0.02,0.4,-0.22,-0.17,0.06
Hungary,2020-06-11,2.0,2,553.0,-0.02,0.03,0.37,-0.24,-0.27,0.07,-0.06,-0.01,0.4,-0.22,-0.17,0.05
Hungary,2020-06-12,2.0,1,555.0,-0.01,0.05,0.57,-0.21,-0.26,0.06,-0.05,-0.01,0.48,-0.21,-0.17,0.05
Hungary,2020-06-13,4.0,2,559.0,-0.06,-0.03,0.81,-0.06,0.08,-0.02,-0.04,-0.01,0.48,-0.21,-0.16,0.05
Hungary,2020-06-14,3.0,2,562.0,-0.07,-0.08,0.29,-0.17,0.09,-0.01,-0.05,-0.01,0.42,-0.21,-0.16,0.05
Hungary,2020-06-15,1.0,2,563.0,-0.03,0.0,0.26,-0.25,-0.25,0.07,-0.05,-0.01,0.41,-0.21,-0.16,0.05
Hungary,2020-06-16,2.0,2,565.0,-0.05,-0.01,0.29,-0.24,-0.25,0.07,-0.04,-0.01,0.4,-0.21,-0.16,0.05
Hungary,2020-06-17,2.0,2,567.0,-0.07,-0.03,0.23,-0.24,-0.26,0.07,-0.04,-0.01,0.4,-0.2,-0.16,0.04
Hungary,2020-06-18,1.0,2,568.0,-0.04,0.01,0.26,-0.24,-0.26,0.06,-0.05,-0.01,0.39,-0.2,-0.16,0.04
Hungary,2020-06-19,0.0,1,568.0,-0.02,0.02,0.51,-0.2,-0.26,0.05,-0.05,-0.02,0.38,-0.2,-0.16,0.04
Hungary,2020-06-20,2.0,1,570.0,-0.09,-0.02,0.38,-0.12,0.05,-0.01,-0.05,-0.02,0.32,-0.21,-0.16,0.04
Hungary,2020-06-21,0.0,1,570.0,-0.03,-0.01,0.31,-0.13,0.09,-0.01,-0.05,-0.01,0.32,-0.2,-0.16,0.04
Hungary,2020-06-22,2.0,1,572.0,-0.02,-0.01,0.36,-0.23,-0.27,0.06,-0.05,-0.01,0.33,-0.2,-0.17,0.04
Hungary,2020-06-23,1.0,1,573.0,0.02,0.01,0.76,-0.18,-0.27,0.05,-0.04,-0.0,0.4,-0.19,-0.17,0.04
Hungary,2020-06-24,3.0,1,576.0,0.01,0.01,0.8,-0.18,-0.25,0.04,-0.02,0.0,0.48,-0.18,-0.17,0.03
Hungary,2020-06-25,1.0,1,577.0,0.0,0.02,0.66,-0.19,-0.25,0.04,-0.02,0.0,0.54,-0.18,-0.17,0.03
Hungary,2020-06-26,1.0,1,578.0,-0.04,0.01,0.66,-0.2,-0.27,0.04,-0.02,0.0,0.56,-0.18,-0.17,0.03
Hungary,2020-06-27,0.0,1,578.0,-0.06,-0.02,0.89,-0.05,0.03,-0.03,-0.02,0.0,0.63,-0.17,-0.17,0.03
Hungary,2020-06-28,3.0,1,581.0,0.03,0.01,0.89,-0.03,0.11,-0.05,-0.01,0.0,0.72,-0.15,-0.17,0.02
Hungary,2020-06-29,4.0,1,585.0,-0.07,-0.03,0.33,-0.24,-0.27,0.06,-0.02,0.0,0.71,-0.15,-0.17,0.02
Hungary,2020-06-30,0.0,1,585.0,0.03,0.02,0.87,-0.17,-0.25,0.04,-0.01,0.0,0.73,-0.15,-0.16,0.02
Hungary,2020-07-01,1.0,1,586.0,-0.01,-0.04,0.78,-0.2,-0.28,0.04,-0.02,-0.0,0.73,-0.15,-0.17,0.02
Hungary,2020-07-02,1.0,1,587.0,0.0,0.04,0.54,-0.18,-0.27,0.04,-0.02,-0.0,0.71,-0.15,-0.17,0.02
Hungary,2020-07-03,1.0,1,588.0,0.01,0.06,0.63,-0.17,-0.27,0.03,-0.01,0.01,0.7,-0.15,-0.17,0.02
Hungary,2020-07-04,1.0,1,589.0,-0.01,0.03,0.93,-0.01,0.03,-0.04,-0.0,0.01,0.71,-0.14,-0.17,0.02
Hungary,2020-07-05,0.0,1,589.0,0.11,0.05,1.05,0.03,0.09,-0.06,0.01,0.02,0.73,-0.13,-0.17,0.02
Hungary,2020-07-06,0.0,0,589.0,0.03,0.04,0.7,-0.18,-0.28,0.03,0.02,0.03,0.79,-0.13,-0.18,0.01
Hungary,2020-07-07,0.0,0,589.0,0.07,0.06,0.84,-0.17,-0.29,0.04,0.03,0.03,0.78,-0.13,-0.18,0.01
Hungary,2020-07-08,0.0,0,589.0,0.06,0.04,0.95,-0.16,-0.27,0.03,0.04,0.05,0.81,-0.12,-0.18,0.01
Hungary,2020-07-09,2.0,0,591.0,0.06,0.06,0.8,-0.16,-0.28,0.03,0.05,0.05,0.84,-0.12,-0.18,0.01
Hungary,2020-07-10,2.0,0,593.0,0.04,0.07,0.87,-0.15,-0.29,0.02,0.05,0.05,0.88,-0.11,-0.18,0.01
Hungary,2020-07-11,2.0,0,595.0,-0.02,0.03,0.74,-0.03,0.0,-0.04,0.05,0.05,0.85,-0.12,-0.19,0.01
Hungary,2020-07-12,0.0,0,595.0,0.18,0.11,0.9,0.02,0.07,-0.04,0.06,0.06,0.83,-0.12,-0.19,0.01
Hungary,2020-07-13,0.0,0,595.0,0.09,0.06,0.93,-0.16,-0.29,0.03,0.07,0.06,0.86,-0.12,-0.19,0.01
Hungary,2020-07-14,0.0,0,595.0,0.07,0.04,1.13,-0.14,-0.29,0.03,0.07,0.06,0.9,-0.11,-0.19,0.01
Hungary,2020-07-15,0.0,0,595.0,0.06,0.03,1.08,-0.15,-0.29,0.03,0.07,0.06,0.92,-0.11,-0.2,0.01
Hungary,2020-07-16,0.0,0,595.0,0.05,0.04,0.87,-0.17,-0.29,0.04,0.07,0.05,0.93,-0.11,-0.2,0.01
Hungary,2020-07-17,0.0,0,595.0,-0.02,0.02,0.56,-0.2,-0.31,0.04,0.06,0.05,0.89,-0.12,-0.2,0.01
Hungary,2020-07-18,1.0,0,596.0,-0.02,0.0,0.83,-0.06,-0.01,-0.02,0.06,0.04,0.9,-0.12,-0.2,0.02
Hungary,2020-07-19,0.0,0,596.0,0.08,0.02,0.73,-0.04,0.04,-0.03,0.04,0.03,0.88,-0.13,-0.21,0.02
Hungary,2020-07-20,0.0,0,596.0,0.07,0.04,1.08,-0.17,-0.31,0.04,0.04,0.03,0.9,-0.13,-0.21,0.02
Hungary,2020-07-21,0.0,0,596.0,0.03,0.0,1.14,-0.17,-0.32,0.04,0.04,0.02,0.9,-0.14,-0.21,0.02
Hungary,2020-07-22,0.0,0,596.0,0.05,0.03,1.16,-0.17,-0.3,0.04,0.03,0.02,0.91,-0.14,-0.21,0.02
Hungary,2020-07-23,0.0,0,596.0,0.05,0.02,1.04,-0.17,-0.31,0.04,0.03,0.02,0.93,-0.14,-0.22,0.02
Hungary,2020-07-24,0.0,0,596.0,-0.01,0.01,0.93,-0.18,-0.32,0.04,0.04,0.02,0.99,-0.14,-0.22,0.02
Hungary,2020-07-25,0.0,0,596.0,-0.04,-0.01,0.62,-0.1,-0.05,-0.01,0.03,0.02,0.96,-0.14,-0.22,0.02
Hungary,2020-07-26,0.0,0,596.0,0.15,0.03,1.22,0.05,0.07,-0.05,0.04,0.02,1.03,-0.13,-0.22,0.02
Hungary,2020-07-27,0.0,0,596.0,0.06,0.03,1.12,-0.18,-0.32,0.04,0.04,0.02,1.03,-0.13,-0.22,0.02
Hungary,2020-07-28,0.0,0,596.0,0.03,0.01,1.27,-0.17,-0.32,0.04,0.04,0.02,1.05,-0.13,-0.22,0.02
Hungary,2020-07-29,0.0,0,596.0,0.02,0.01,1.22,-0.17,-0.32,0.04,0.04,0.01,1.06,-0.13,-0.22,0.02
Hungary,2020-07-30,0.0,0,596.0,0.02,0.0,1.08,-0.18,-0.33,0.04,0.03,0.01,1.07,-0.13,-0.23,0.02
Hungary,2020-07-31,0.0,0,596.0,-0.01,0.01,1.13,-0.17,-0.33,0.03,0.03,0.01,1.09,-0.13,-0.23,0.02
Hungary,2020-08-01,1.0,0,597.0,-0.04,-0.02,1.3,0.01,-0.04,-0.05,0.03,0.01,1.19,-0.12,-0.23,0.01
Hungary,2020-08-02,0.0,0,597.0,0.14,0.03,1.33,0.05,0.04,-0.07,0.03,0.01,1.21,-0.12,-0.23,0.01
Hungary,2020-08-03,0.0,0,597.0,0.04,0.03,1.01,-0.19,-0.32,0.04,0.03,0.01,1.19,-0.12,-0.23,0.01
Hungary,2020-08-04,1.0,0,598.0,0.07,0.06,1.0,-0.18,-0.32,0.05,0.03,0.02,1.15,-0.12,-0.23,0.01
Hungary,2020-08-05,1.0,0,599.0,0.1,0.09,1.01,-0.17,-0.32,0.04,0.05,0.03,1.12,-0.12,-0.23,0.01
Hungary,2020-08-06,1.0,0,600.0,0.1,0.06,1.17,-0.15,-0.32,0.03,0.06,0.04,1.14,-0.11,-0.23,0.01
Hungary,2020-08-07,2.0,0,602.0,0.05,0.05,1.18,-0.15,-0.33,0.01,0.07,0.04,1.14,-0.11,-0.23,0.01
Hungary,2020-08-08,0.0,0,602.0,0.01,0.02,1.25,0.02,-0.04,-0.06,0.07,0.05,1.14,-0.11,-0.23,0.01
Hungary,2020-08-09,0.0,0,602.0,0.16,0.07,1.25,0.06,0.04,-0.07,0.08,0.05,1.12,-0.11,-0.23,0.01
Hungary,2020-08-10,3.0,1,605.0,0.09,0.07,1.06,-0.17,-0.33,0.03,0.08,0.06,1.13,-0.11,-0.23,0.0
Hungary,2020-08-11,0.0,1,605.0,0.08,0.05,1.17,-0.17,-0.33,0.04,0.08,0.06,1.16,-0.1,-0.23,0.0
Hungary,2020-08-12,0.0,0,605.0,0.11,0.08,1.36,-0.14,-0.33,0.02,0.09,0.06,1.21,-0.1,-0.23,-0.0
Hungary,2020-08-13,2.0,1,607.0,0.09,0.06,1.16,-0.15,-0.33,0.03,0.08,0.06,1.2,-0.1,-0.24,-0.0
Hungary,2020-08-14,0.0,0,607.0,0.06,0.05,1.17,-0.14,-0.34,0.02,0.09,0.06,1.2,-0.1,-0.24,0.0
Hungary,2020-08-15,0.0,0,607.0,0.01,0.01,1.06,0.01,-0.03,-0.04,0.09,0.06,1.18,-0.1,-0.24,0.0
Hungary,2020-08-16,1.0,0,608.0,0.21,0.09,1.19,0.06,0.03,-0.05,0.09,0.06,1.17,-0.1,-0.24,0.01
Hungary,2020-08-17,0.0,0,608.0,0.09,0.05,0.98,-0.19,-0.38,0.05,0.09,0.06,1.16,-0.1,-0.24,0.01
Hungary,2020-08-18,1.0,0,609.0,0.13,0.12,1.27,-0.17,-0.37,0.05,0.1,0.07,1.17,-0.1,-0.25,0.01
Hungary,2020-08-19,0.0,0,609.0,0.21,0.37,1.39,-0.13,-0.39,0.02,0.11,0.11,1.17,-0.1,-0.26,0.01
Hungary,2020-08-20,0.0,0,609.0,-0.28,-0.78,2.49,-0.4,-0.79,0.14,0.06,-0.01,1.36,-0.14,-0.32,0.03
Hungary,2020-08-21,2.0,0,611.0,-0.08,-0.06,1.9,-0.33,-0.72,0.11,0.04,-0.03,1.47,-0.16,-0.38,0.04
Hungary,2020-08-22,0.0,0,611.0,-0.08,-0.12,1.56,-0.04,-0.14,-0.05,0.03,-0.05,1.54,-0.17,-0.39,0.04
Hungary,2020-08-23,2.0,0,613.0,0.13,0.03,1.1,0.03,0.03,-0.06,0.02,-0.06,1.53,-0.18,-0.39,0.04
Hungary,2020-08-24,0.0,0,613.0,0.08,0.06,0.95,-0.15,-0.29,0.03,0.02,-0.05,1.52,-0.17,-0.38,0.03
Hungary,2020-08-25,1.0,0,614.0,0.1,0.08,1.13,-0.12,-0.29,0.03,0.01,-0.06,1.5,-0.16,-0.37,0.03
Hungary,2020-08-26,0.0,0,614.0,0.08,0.05,1.09,-0.12,-0.28,0.02,-0.01,-0.11,1.46,-0.16,-0.35,0.03
Hungary,2020-08-27,0.0,0,614.0,0.07,0.04,0.96,-0.13,-0.28,0.03,0.04,0.01,1.24,-0.12,-0.28,0.02
Hungary,2020-08-28,0.0,0,614.0,0.03,0.02,1.03,-0.14,-0.28,0.02,0.06,0.02,1.12,-0.1,-0.22,0.0
Hungary,2020-08-29,0.0,0,614.0,0.0,0.01,1.03,0.08,0.43,-0.06,0.07,0.04,1.04,-0.08,-0.14,0.0
Hungary,2020-08-30,0.0,0,614.0,0.15,0.06,0.97,0.04,0.05,-0.05,0.07,0.05,1.02,-0.08,-0.13,0.0
Hungary,2020-08-31,1.0,0,615.0,0.08,0.09,0.51,-0.13,-0.26,0.04,0.07,0.05,0.96,-0.07,-0.13,0.0
Hungary,2020-09-01,1.0,0,616.0,0.02,0.06,0.39,-0.09,-0.26,0.03,0.06,0.05,0.85,-0.07,-0.13,0.0
Hungary,2020-09-02,3.0,0,619.0,0.02,0.05,0.65,-0.07,-0.23,0.01,0.05,0.05,0.79,-0.06,-0.12,0.0
Hungary,2020-09-03,1.0,0,620.0,0.02,0.03,0.57,-0.08,-0.24,0.01,0.05,0.05,0.74,-0.06,-0.11,-0.0
Hungary,2020-09-04,1.0,1,621.0,0.03,0.05,0.74,-0.06,-0.23,0.0,0.05,0.05,0.69,-0.04,-0.11,-0.0
Hungary,2020-09-05,3.0,1,624.0,0.02,0.02,0.96,0.01,0.01,-0.03,0.05,0.05,0.68,-0.05,-0.17,0.0
Hungary,2020-09-06,0.0,1,624.0,0.14,0.05,0.93,0.04,0.03,-0.04,0.05,0.05,0.68,-0.05,-0.17,0.0
Hungary,2020-09-07,1.0,1,625.0,0.01,0.02,0.47,-0.09,-0.24,0.02,0.04,0.04,0.67,-0.05,-0.17,-0.0
Hungary,2020-09-08,1.0,1,626.0,0.03,0.04,0.65,-0.08,-0.24,0.01,0.04,0.04,0.71,-0.05,-0.16,-0.0
Hungary,2020-09-09,2.0,1,628.0,0.0,0.03,0.62,-0.09,-0.22,0.01,0.04,0.03,0.71,-0.05,-0.16,-0.0
Hungary,2020-09-10,2.0,1,630.0,0.02,0.03,0.58,-0.08,-0.23,0.01,0.04,0.03,0.71,-0.05,-0.16,-0.0
Hungary,2020-09-11,1.0,1,631.0,0.04,0.07,0.77,-0.06,-0.23,-0.01,0.04,0.04,0.71,-0.05,-0.16,-0.0
Hungary,2020-09-12,2.0,1,633.0,0.02,0.01,1.07,0.03,-0.01,-0.05,0.04,0.04,0.73,-0.05,-0.16,-0.01
Hungary,2020-09-13,4.0,1,637.0,0.13,0.05,0.99,0.06,0.02,-0.05,0.04,0.04,0.74,-0.04,-0.16,-0.01
Hungary,2020-09-14,5.0,2,642.0,-0.01,0.02,0.58,-0.09,-0.18,0.01,0.03,0.04,0.75,-0.04,-0.16,-0.01
Hungary,2020-09-15,4.0,2,646.0,0.0,0.02,0.7,-0.09,-0.19,0.01,0.03,0.03,0.76,-0.05,-0.15,-0.01
Hungary,2020-09-16,8.0,3,654.0,-0.03,0.01,0.63,-0.1,-0.19,0.01,0.02,0.03,0.76,-0.05,-0.14,-0.01
Hungary,2020-09-17,9.0,4,663.0,-0.06,-0.03,0.45,-0.13,-0.2,0.02,0.01,0.02,0.74,-0.05,-0.14,-0.01
Hungary,2020-09-18,6.0,5,669.0,-0.04,0.01,0.56,-0.11,-0.2,0.01,0.0,0.01,0.71,-0.06,-0.14,-0.01
Hungary,2020-09-19,6.0,6,675.0,-0.04,-0.04,0.85,-0.02,-0.02,-0.02,-0.01,0.01,0.68,-0.07,-0.14,-0.0
Hungary,2020-09-20,8.0,6,683.0,0.08,0.02,0.86,0.0,0.01,-0.03,-0.01,0.0,0.66,-0.08,-0.14,0.0
Hungary,2020-09-21,3.0,6,686.0,-0.05,-0.01,0.47,-0.12,-0.19,0.03,-0.02,-0.0,0.65,-0.08,-0.14,0.0
Hungary,2020-09-22,8.0,6,694.0,-0.07,-0.01,0.59,-0.11,-0.19,0.03,-0.03,-0.01,0.63,-0.08,-0.14,0.01
Hungary,2020-09-23,8.0,6,702.0,-0.11,-0.01,0.42,-0.12,-0.18,0.03,-0.04,-0.01,0.6,-0.09,-0.14,0.01
Hungary,2020-09-24,7.0,6,709.0,-0.1,-0.02,0.42,-0.12,-0.18,0.03,-0.05,-0.01,0.6,-0.09,-0.14,0.01
Hungary,2020-09-25,9.0,7,718.0,-0.12,-0.01,0.28,-0.14,-0.19,0.04,-0.06,-0.01,0.56,-0.09,-0.13,0.02
Hungary,2020-09-26,12.0,7,730.0,-0.15,-0.04,0.19,-0.16,-0.04,0.02,-0.07,-0.01,0.46,-0.11,-0.14,0.02
Hungary,2020-09-27,6.0,7,736.0,-0.03,0.0,0.53,-0.06,0.0,0.0,-0.09,-0.01,0.41,-0.12,-0.14,0.03
Hungary,2020-09-28,13.0,9,749.0,-0.15,-0.04,0.03,-0.16,-0.16,0.05,-0.1,-0.02,0.35,-0.12,-0.13,0.03
Hungary,2020-09-29,8.0,9,757.0,-0.1,0.0,0.24,-0.13,-0.16,0.04,-0.11,-0.02,0.3,-0.13,-0.13,0.03
Hungary,2020-09-30,8.0,9,765.0,-0.13,-0.02,0.07,-0.15,-0.16,0.04,-0.11,-0.02,0.25,-0.13,-0.13,0.03
Hungary,2020-10-01,16.0,10,781.0,-0.13,-0.01,0.07,-0.16,-0.15,0.04,-0.12,-0.02,0.2,-0.14,-0.12,0.03
Hungary,2020-10-02,17.0,11,798.0,-0.07,0.06,0.36,-0.11,-0.15,0.02,-0.11,-0.01,0.21,-0.13,-0.12,0.03
Hungary,2020-10-03,14.0,11,812.0,-0.05,-0.01,0.85,0.0,-0.02,-0.02,-0.09,-0.0,0.31,-0.11,-0.11,0.02
Hungary,2020-10-04,10.0,12,822.0,0.04,0.03,0.57,-0.04,-0.02,-0.01,-0.08,0.0,0.31,-0.11,-0.12,0.02
Hungary,2020-10-05,11.0,12,833.0,-0.07,0.02,0.25,-0.1,-0.15,0.03,-0.07,0.01,0.34,-0.1,-0.12,0.02
Hungary,2020-10-06,20.0,13,853.0,-0.06,0.04,0.42,-0.09,-0.15,0.03,-0.07,0.02,0.37,-0.09,-0.11,0.02
Hungary,2020-10-07,24.0,16,877.0,-0.11,0.02,0.01,-0.14,-0.15,0.04,-0.06,0.02,0.36,-0.09,-0.11,0.02
Hungary,2020-10-08,21.0,16,898.0,-0.05,0.05,0.2,-0.11,-0.14,0.03,-0.05,0.03,0.38,-0.08,-0.11,0.02
Hungary,2020-10-09,15.0,16,913.0,-0.02,0.07,0.44,-0.08,-0.14,0.02,-0.05,0.03,0.39,-0.08,-0.11,0.02
Hungary,2020-10-10,20.0,17,933.0,0.0,0.04,0.73,0.01,0.0,-0.02,-0.04,0.04,0.37,-0.08,-0.11,0.02
Hungary,2020-10-11,21.0,18,954.0,0.0,0.09,0.14,-0.08,-0.01,0.0,-0.04,0.05,0.31,-0.08,-0.11,0.02
Hungary,2020-10-12,14.0,19,968.0,-0.13,0.0,-0.17,-0.18,-0.16,0.05,-0.05,0.04,0.25,-0.1,-0.11,0.02
Hungary,2020-10-13,28.0,20,996.0,-0.17,-0.04,-0.21,-0.2,-0.16,0.06,-0.07,0.03,0.16,-0.11,-0.11,0.03
Hungary,2020-10-14,27.0,20,1023.0,-0.11,0.05,0.03,-0.15,-0.14,0.05,-0.07,0.04,0.17,-0.11,-0.11,0.03
Hungary,2020-10-15,29.0,22,1052.0,-0.12,0.01,-0.12,-0.17,-0.14,0.05,-0.08,0.03,0.12,-0.12,-0.11,0.03
Hungary,2020-10-16,33.0,24,1085.0,-0.09,0.04,0.01,-0.16,-0.15,0.05,-0.09,0.03,0.06,-0.13,-0.11,0.03
Hungary,2020-10-17,24.0,25,1109.0,-0.13,-0.01,-0.03,-0.18,-0.04,0.03,-0.11,0.02,-0.05,-0.16,-0.11,0.04
Hungary,2020-10-18,33.0,26,1142.0,-0.04,0.01,0.34,-0.12,-0.02,0.01,-0.11,0.01,-0.02,-0.17,-0.12,0.04
Hungary,2020-10-19,31.0,29,1173.0,-0.1,0.0,0.08,-0.16,-0.14,0.05,-0.11,0.01,0.01,-0.16,-0.11,0.04
Hungary,2020-10-20,38.0,30,1211.0,-0.08,0.02,0.28,-0.14,-0.15,0.04,-0.1,0.02,0.08,-0.15,-0.11,0.04
Hungary,2020-10-21,48.0,33,1259.0,-0.08,0.05,0.28,-0.14,-0.15,0.04,-0.09,0.02,0.12,-0.15,-0.11,0.04
Hungary,2020-10-22,46.0,36,1305.0,0.05,0.28,0.4,-0.08,-0.2,0.02,-0.07,0.06,0.19,-0.14,-0.12,0.03
Hungary,2020-10-23,47.0,38,1352.0,-0.49,-0.77,1.0,-0.47,-0.79,0.2,-0.12,-0.06,0.34,-0.18,-0.21,0.06
Hungary,2020-10-24,38.0,40,1390.0,-0.1,0.07,0.48,-0.13,-0.14,0.02,-0.12,-0.05,0.41,-0.18,-0.23,0.05
Hungary,2020-10-25,35.0,40,1425.0,-0.11,0.0,0.08,-0.19,-0.08,0.01,-0.13,-0.05,0.37,-0.19,-0.24,0.05
Hungary,2020-10-26,47.0,42,1472.0,-0.06,0.05,0.36,-0.21,-0.33,0.08,-0.12,-0.04,0.41,-0.19,-0.26,0.06
Hungary,2020-10-27,63.0,46,1535.0,-0.06,0.03,0.61,-0.19,-0.32,0.07,-0.12,-0.04,0.46,-0.2,-0.29,0.06
Hungary,2020-10-28,43.0,45,1578.0,-0.08,0.02,0.52,-0.19,-0.31,0.07,-0.12,-0.05,0.49,-0.21,-0.31,0.07
Hungary,2020-10-29,56.0,47,1634.0,-0.14,0.0,0.08,-0.24,-0.32,0.08,-0.15,-0.09,0.45,-0.23,-0.33,0.08
Hungary,2020-10-30,65.0,49,1699.0,-0.15,0.01,0.07,-0.25,-0.33,0.08,-0.1,0.03,0.31,-0.2,-0.26,0.06
Hungary,2020-10-31,51.0,51,1750.0,-0.17,0.04,0.17,-0.11,-0.07,0.01,-0.11,0.02,0.27,-0.2,-0.25,0.06
Hungary,2020-11-01,69.0,56,1819.0,-0.37,-0.66,0.35,-0.08,-0.19,0.02,-0.15,-0.07,0.31,-0.18,-0.27,0.06
Hungary,2020-11-02,70.0,59,1889.0,-0.16,0.05,-0.03,-0.19,-0.16,0.06,-0.16,-0.07,0.25,-0.18,-0.24,0.06
Hungary,2020-11-03,84.0,62,1973.0,-0.13,0.04,0.14,-0.16,-0.16,0.06,-0.17,-0.07,0.19,-0.17,-0.22,0.05
Hungary,2020-11-04,90.0,69,2063.0,-0.15,0.03,-0.02,-0.18,-0.15,0.06,-0.18,-0.07,0.11,-0.17,-0.2,0.05
Hungary,2020-11-05,84.0,73,2147.0,-0.15,0.03,-0.07,-0.2,-0.16,0.07,-0.18,-0.07,0.09,-0.17,-0.17,0.05
Hungary,2020-11-06,103.0,78,2250.0,-0.13,0.05,0.11,-0.18,-0.16,0.06,-0.18,-0.06,0.09,-0.16,-0.15,0.05
Hungary,2020-11-07,107.0,86,2357.0,-0.14,0.01,0.35,-0.15,-0.04,0.03,-0.18,-0.06,0.12,-0.16,-0.15,0.05
Hungary,2020-11-08,81.0,88,2438.0,-0.1,0.01,0.25,-0.18,-0.06,0.02,-0.14,0.03,0.1,-0.18,-0.13,0.05
Hungary,2020-11-09,55.0,86,2493.0,-0.12,0.03,0.02,-0.2,-0.17,0.07,-0.13,0.03,0.11,-0.18,-0.13,0.05
Hungary,2020-11-10,103.0,89,2596.0,-0.08,0.05,0.06,-0.19,-0.18,0.06,-0.12,0.03,0.1,-0.18,-0.13,0.05
Hungary,2020-11-11,101.0,90,2697.0,-0.29,0.0,-0.12,-0.32,-0.27,0.11,-0.14,0.03,0.09,-0.2,-0.15,0.06
Hungary,2020-11-12,87.0,91,2784.0,-0.29,0.02,-0.15,-0.32,-0.28,0.12,-0.16,0.02,0.07,-0.22,-0.17,0.07
Hungary,2020-11-13,99.0,90,2883.0,-0.3,0.03,-0.11,-0.33,-0.28,0.12,-0.19,0.02,0.04,-0.24,-0.18,0.08
Hungary,2020-11-14,107.0,90,2990.0,-0.33,-0.01,-0.12,-0.28,-0.11,0.06,-0.22,0.02,-0.02,-0.26,-0.19,0.08
Hungary,2020-11-15,107.0,94,3097.0,-0.31,-0.02,-0.02,-0.3,-0.16,0.05,-0.25,0.01,-0.06,-0.28,-0.21,0.08
Hungary,2020-11-16,93.0,99,3190.0,-0.28,-0.04,-0.1,-0.34,-0.27,0.11,-0.27,0.0,-0.08,-0.3,-0.22,0.09
Hungary,2020-11-17,91.0,97,3281.0,-0.28,-0.02,0.08,-0.31,-0.28,0.11,-0.3,-0.01,-0.08,-0.31,-0.24,0.1
